Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,Age,Childrens,Spending-to-Income-Ratio,Cluster,Cluster_Category
Undergraduate,Alone,40887.0,32,50,4,44,10,10,43,3,3,1,3,9,73,2,0.3937681903783598,0,Low Spenders
Undergraduate,Alone,48877.0,27,102,1,15,2,0,24,1,3,0,4,7,59,1,0.2946171000675164,0,Low Spenders
Undergraduate,Partner,74485.0,58,499,149,815,173,49,49,1,6,7,12,3,78,0,2.327985500436329,1,Moderate Spenders
Undergraduate,Partner,64474.0,59,381,35,172,56,86,93,2,8,2,10,5,53,1,1.2764835437540714,1,Moderate Spenders
Undergraduate,Partner,77226.0,29,631,43,239,128,76,21,2,6,8,12,3,62,1,1.473596975112009,1,Moderate Spenders
Undergraduate,Alone,72643.0,60,526,80,553,123,94,53,1,3,10,7,2,76,0,1.967154440207591,1,Moderate Spenders
Postgraduate,Partner,85738.0,41,913,26,376,17,26,13,1,3,6,11,1,47,0,1.5990575940656415,1,Moderate Spenders
Undergraduate,Alone,55686.0,27,673,0,199,37,47,26,2,6,3,5,4,59,1,1.7634593973350574,1,Moderate Spenders
Undergraduate,Alone,39062.0,28,23,0,9,0,0,12,1,1,0,3,4,42,1,0.1126414418104551,0,Low Spenders
Undergraduate,Partner,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,54,2,0.9190751445086706,0,Low Spenders
Undergraduate,Partner,40794.0,18,261,23,73,4,23,50,2,6,3,5,7,50,1,1.0638819434230524,0,Low Spenders
Postgraduate,Partner,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,54,2,0.3620405924300603,1,Moderate Spenders
Undergraduate,Partner,4428.0,0,16,4,12,2,4,321,0,25,0,0,1,56,1,3.5315163012940545,0,Low Spenders
Postgraduate,Partner,32632.0,32,63,151,137,153,19,53,2,4,4,8,5,62,0,1.7651385143417506,0,Low Spenders
PhD,Alone,38236.0,2,58,0,18,2,0,10,4,3,0,4,7,57,2,0.2301495972382048,0,Low Spenders
Undergraduate,Partner,36781.0,16,29,1,17,0,3,13,1,2,1,2,8,46,1,0.1712840868926891,0,Low Spenders
Postgraduate,Alone,31385.0,56,3,2,12,0,1,9,1,1,0,2,8,41,1,0.0860283574956189,0,Low Spenders
Undergraduate,Partner,24570.0,97,28,34,62,11,14,44,3,4,0,4,9,41,1,0.7855107855107855,0,Low Spenders
PhD,Alone,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,51,1,0.395938688306088,0,Low Spenders
Undergraduate,Partner,94642.0,35,879,143,797,106,143,143,0,5,7,9,1,74,0,2.336172101181294,1,Moderate Spenders
Postgraduate,Partner,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,63,1,0.23872045834328,1,Moderate Spenders
Undergraduate,Alone,53201.0,49,280,7,81,20,0,27,8,6,3,5,7,50,2,0.7800605251780982,1,Moderate Spenders
Undergraduate,Partner,21994.0,4,9,0,6,3,1,3,1,0,0,3,5,68,1,0.1000272801673183,0,Low Spenders
Undergraduate,Partner,57113.0,45,182,4,33,0,2,42,6,4,1,5,7,47,2,0.4604906063418136,1,Moderate Spenders
Undergraduate,Partner,51373.0,37,83,2,101,64,26,117,1,3,5,3,4,34,0,0.7649932844100987,0,Low Spenders
Undergraduate,Partner,23477.0,39,38,15,54,3,8,29,3,3,0,4,8,39,1,0.6261447374025642,0,Low Spenders
Undergraduate,Partner,58116.0,38,228,19,130,4,11,51,2,3,3,8,2,69,1,0.7622685663156447,1,Moderate Spenders
PhD,Alone,72968.0,8,1092,37,592,145,37,55,1,5,5,8,3,62,0,2.683368051748712,1,Moderate Spenders
Postgraduate,Partner,39791.0,89,85,15,27,13,13,21,2,3,1,4,7,54,1,0.4372848131487019,0,Low Spenders
Postgraduate,Alone,91712.0,47,1276,24,746,94,29,48,0,9,7,11,3,78,0,2.4173499651081647,1,Moderate Spenders
Undergraduate,Alone,94472.0,75,1017,33,417,108,100,16,1,5,5,5,5,67,1,1.7899483444830215,1,Moderate Spenders
Undergraduate,Partner,13672.0,86,6,2,9,2,1,5,2,1,0,3,8,65,2,0.1828554710356933,0,Low Spenders
Postgraduate,Partner,96547.0,4,448,21,125,52,101,62,0,7,6,8,2,45,0,0.8379338560493853,1,Moderate Spenders
Undergraduate,Partner,79205.0,73,504,23,117,179,28,44,1,6,5,4,4,50,0,1.1299791679818194,1,Moderate Spenders
PhD,Partner,56559.0,46,226,22,133,41,31,31,3,4,3,8,4,50,1,0.8557435598224863,1,Moderate Spenders
PhD,Partner,32644.0,38,239,3,141,0,7,23,4,7,1,6,8,52,1,1.2651635828942531,0,Low Spenders
Postgraduate,Alone,67506.0,73,90,38,67,33,36,67,1,4,1,6,3,45,1,0.490326785767191,1,Moderate Spenders
Undergraduate,Alone,24206.0,66,7,2,8,3,2,3,1,1,0,3,6,55,1,0.1032801784681484,0,Low Spenders
PhD,Alone,28420.0,36,4,2,5,2,0,0,1,1,0,2,6,58,1,0.0457424349049964,0,Low Spenders
Undergraduate,Partner,22979.0,29,16,17,19,20,21,22,3,3,2,2,8,55,1,0.5004569389442535,0,Low Spenders
Undergraduate,Alone,33279.0,29,10,3,3,0,0,0,1,0,0,3,3,59,0,0.0480783677394152,0,Low Spenders
Postgraduate,Alone,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,53,2,0.1981776274691424,0,Low Spenders
Undergraduate,Partner,30368.0,97,35,0,13,2,0,2,2,2,0,3,8,48,1,0.1712328767123287,0,Low Spenders
Undergraduate,Partner,63684.0,61,575,80,428,208,93,80,3,8,4,8,5,55,1,2.2988505747126435,1,Moderate Spenders
Undergraduate,Alone,41638.0,68,315,0,31,4,0,91,4,5,5,3,8,61,1,1.059128680532206,0,Low Spenders
PhD,Alone,68805.0,73,182,2,49,17,13,20,1,3,1,7,2,66,1,0.4113073177821379,1,Moderate Spenders
PhD,Partner,65814.0,90,561,14,113,10,14,35,3,8,2,10,5,59,1,1.1350168657124624,1,Moderate Spenders
Undergraduate,Alone,71964.0,81,587,51,932,180,34,86,1,5,6,5,3,67,0,2.598521482963704,1,Moderate Spenders
Undergraduate,Alone,39146.0,1,94,1,33,13,12,12,3,4,0,4,8,39,1,0.4214990037296275,0,Low Spenders
Undergraduate,Partner,96876.0,79,908,43,735,40,194,21,1,7,7,9,2,48,0,2.003592220983525,1,Moderate Spenders
Undergraduate,Partner,34445.0,92,228,122,122,208,129,30,6,11,2,8,9,44,0,2.4357671650457253,0,Low Spenders
Undergraduate,Alone,68281.0,31,995,112,417,42,48,41,1,2,9,13,5,67,0,2.423807501354696,1,Moderate Spenders
Postgraduate,Partner,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,50,2,0.0616886600150198,0,Low Spenders
Undergraduate,Partner,36790.0,14,3,3,14,15,21,10,1,2,1,2,9,42,0,0.1793965751562924,0,Low Spenders
Undergraduate,Partner,27943.0,89,12,1,16,4,1,3,3,2,0,3,8,58,2,0.1324124109794939,0,Low Spenders
Undergraduate,Alone,22263.0,31,17,0,2,0,0,2,2,1,0,3,6,74,2,0.0943269101199299,0,Low Spenders
Undergraduate,Partner,30261.0,75,8,0,5,0,3,6,1,0,0,3,8,53,3,0.0727008360596146,0,Low Spenders
Undergraduate,Partner,28587.0,42,22,4,17,12,10,13,3,2,0,4,6,47,1,0.2728512960436562,0,Low Spenders
Postgraduate,Partner,43815.0,53,14,10,29,4,7,15,1,2,0,3,6,43,1,0.1803035490128951,0,Low Spenders
Undergraduate,Partner,48195.0,53,106,27,68,52,7,5,6,4,2,5,6,69,2,0.5498495694574126,0,Low Spenders
Postgraduate,Partner,77027.0,23,820,57,242,45,0,11,2,8,3,6,4,73,1,1.5254391317330287,1,Moderate Spenders
PhD,Partner,71322.0,57,753,43,226,69,10,204,2,8,5,13,4,60,1,1.8297299570959875,1,Moderate Spenders
Postgraduate,Partner,32765.0,49,13,3,17,7,3,3,2,2,0,4,5,46,1,0.1403937128032961,0,Low Spenders
Undergraduate,Partner,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,60,2,0.0842545160420598,0,Low Spenders
Undergraduate,Alone,23272.0,29,19,3,6,4,2,12,1,1,0,3,4,72,0,0.1976624269508422,0,Low Spenders
Postgraduate,Partner,49912.0,5,520,8,223,32,49,42,4,10,5,7,8,76,1,1.7510819041513064,0,Low Spenders
Postgraduate,Partner,7500.0,98,5,17,17,13,14,34,4,2,1,3,9,40,1,1.3333333333333337,0,Low Spenders
PhD,Alone,68117.0,80,618,44,215,0,17,36,2,11,8,4,6,78,1,1.3652979432447114,1,Moderate Spenders
Undergraduate,Partner,67225.0,4,315,35,322,46,7,143,3,7,2,11,5,70,1,1.2911863146150986,1,Moderate Spenders
Undergraduate,Partner,17649.0,70,15,1,23,0,5,1,3,3,0,3,8,49,1,0.2549719530851606,0,Low Spenders
Undergraduate,Partner,55914.0,32,384,60,364,119,101,232,4,11,6,8,7,50,1,2.253460671745896,1,Moderate Spenders
Undergraduate,Partner,40059.0,82,110,29,92,28,10,145,1,6,2,3,8,41,1,1.0334756234554032,0,Low Spenders
Undergraduate,Partner,60905.0,27,208,17,76,36,17,38,2,3,3,7,2,75,1,0.6436253181183811,1,Moderate Spenders
Undergraduate,Partner,75330.0,94,555,82,257,93,61,61,4,10,3,12,6,48,2,1.4721890349130493,1,Moderate Spenders
Undergraduate,Alone,60689.0,23,240,90,216,63,6,24,4,4,4,10,3,74,1,1.052909093904991,1,Moderate Spenders
Undergraduate,Partner,38680.0,97,11,0,36,15,5,12,1,2,0,3,7,41,1,0.2042399172699069,0,Low Spenders
Undergraduate,Partner,61416.0,25,848,154,323,201,61,78,1,10,3,10,6,43,0,2.7110199296600235,1,Moderate Spenders
Undergraduate,Alone,49767.0,92,202,47,197,55,42,149,1,5,4,8,4,34,0,1.3904796350995638,0,Low Spenders
Undergraduate,Alone,83273.0,98,433,89,650,16,102,102,10,4,6,9,7,55,3,1.6716102458179722,1,Moderate Spenders
Undergraduate,Partner,29009.0,19,6,6,15,10,5,2,2,2,0,3,6,44,1,0.1516770657382191,0,Low Spenders
Postgraduate,Partner,45057.0,80,37,0,7,3,0,3,1,2,0,3,5,46,1,0.1109705484164502,0,Low Spenders
Undergraduate,Partner,37150.0,80,167,37,64,49,34,116,8,4,3,6,7,54,1,1.2570659488559892,0,Low Spenders
Undergraduate,Alone,43020.0,79,45,7,99,4,25,43,3,4,1,4,6,55,1,0.5183635518363552,0,Low Spenders
Undergraduate,Partner,53154.0,50,129,0,21,0,1,7,1,3,1,4,4,66,1,0.297249501448621,1,Moderate Spenders
Undergraduate,Partner,65308.0,60,713,0,264,120,80,34,1,7,8,12,4,52,0,1.8542904391498745,1,Moderate Spenders
Undergraduate,Alone,76467.0,44,676,161,426,210,44,58,2,2,5,5,6,55,1,2.0597120326415315,1,Moderate Spenders
Postgraduate,Partner,81044.0,0,450,26,535,73,98,26,1,5,6,10,1,78,0,1.4905483441093723,1,Moderate Spenders
Undergraduate,Partner,32871.0,28,22,2,12,0,2,5,1,1,0,3,4,74,2,0.1308143956679139,0,Low Spenders
Undergraduate,Alone,55801.0,35,367,4,51,6,4,95,6,7,2,6,7,50,2,0.9444275192200856,1,Moderate Spenders
Undergraduate,Alone,76320.0,49,526,35,214,69,53,35,2,6,3,4,2,66,1,1.221174004192872,1,Moderate Spenders
Postgraduate,Alone,36927.0,46,51,0,16,0,0,4,2,3,0,3,8,70,2,0.1922712378476453,0,Low Spenders
Undergraduate,Partner,48794.0,97,25,0,11,3,0,15,1,1,0,3,4,72,2,0.1106693445915481,0,Low Spenders
Undergraduate,Alone,23478.0,51,28,6,27,12,17,39,1,3,0,3,8,60,0,0.5494505494505495,0,Low Spenders
Undergraduate,Alone,71128.0,80,958,159,447,20,0,31,3,2,10,12,7,52,1,2.270554493307839,1,Moderate Spenders
PhD,Alone,70179.0,10,532,88,168,69,44,133,3,7,3,13,5,49,1,1.47337522620727,1,Moderate Spenders
Undergraduate,Partner,59462.0,29,724,17,143,0,8,196,2,9,2,12,7,75,1,1.829740002018096,1,Moderate Spenders
Undergraduate,Partner,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,56,1,0.3571335470920987,0,Low Spenders
PhD,Partner,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,43,0,1.776178645877952,1,Moderate Spenders
Undergraduate,Partner,42554.0,93,29,1,11,0,0,0,2,2,0,3,4,47,2,0.0963481693847816,0,Low Spenders
Undergraduate,Partner,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,51,1,1.740677589146712,1,Moderate Spenders
Undergraduate,Alone,67046.0,92,544,35,133,23,151,107,2,4,5,4,2,74,1,1.4810726963577243,1,Moderate Spenders
Undergraduate,Partner,42192.0,40,40,15,15,17,6,7,1,2,1,3,4,77,0,0.2370117557830868,0,Low Spenders
PhD,Partner,77610.0,70,1245,33,332,21,33,16,2,4,7,4,7,73,1,2.1646695013529187,1,Moderate Spenders
Undergraduate,Partner,31761.0,96,19,1,20,16,14,28,2,3,0,4,5,41,1,0.3085545165454488,0,Low Spenders
Undergraduate,Partner,34350.0,81,16,3,15,2,1,11,1,1,0,3,7,46,1,0.1397379912663755,0,Low Spenders
Undergraduate,Partner,54591.0,63,376,4,94,12,9,24,3,6,2,8,5,76,1,0.9507061603561028,1,Moderate Spenders
Undergraduate,Partner,71866.0,85,184,178,178,103,39,33,1,6,3,10,3,69,1,0.9949071883783708,1,Moderate Spenders
Undergraduate,Partner,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,56,1,0.1462855335468311,0,Low Spenders
PhD,Alone,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,38,0,1.5547619047619048,0,Low Spenders
Undergraduate,Partner,69520.0,95,627,120,414,121,80,93,1,9,6,5,5,42,0,2.092922899884925,1,Moderate Spenders
Undergraduate,Alone,64713.0,11,180,60,241,13,54,54,2,5,5,7,4,55,1,0.9302613076197982,1,Moderate Spenders
Postgraduate,Partner,27889.0,42,14,0,4,0,0,8,1,1,1,2,6,48,1,0.09322672021227,0,Low Spenders
Undergraduate,Alone,22123.0,77,3,3,24,34,7,31,1,2,1,3,5,65,0,0.4610586267685214,0,Low Spenders
Undergraduate,Partner,27803.0,40,8,26,46,38,9,49,2,3,0,4,8,52,1,0.6330252131064993,0,Low Spenders
Undergraduate,Partner,51651.0,32,293,6,23,13,6,92,4,6,2,5,8,65,1,0.8383187159977542,0,Low Spenders
Undergraduate,Partner,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,37,0,1.994539109612043,1,Moderate Spenders
Undergraduate,Partner,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,56,1,1.7624480597225156,1,Moderate Spenders
Postgraduate,Partner,87000.0,61,196,25,607,67,17,49,1,4,6,7,2,33,0,1.1045977011494257,1,Moderate Spenders
Undergraduate,Partner,79823.0,6,835,73,380,114,73,43,1,6,9,7,2,66,1,1.901707527905491,1,Moderate Spenders
Undergraduate,Alone,30828.0,16,16,11,15,2,0,12,2,1,1,4,3,45,1,0.181653042688465,0,Low Spenders
Postgraduate,Partner,34109.0,39,9,1,5,2,1,4,1,0,0,3,4,54,1,0.0644991058078513,0,Low Spenders
Postgraduate,Alone,53367.0,2,229,7,140,10,3,11,7,5,1,8,7,51,2,0.7495268611688871,1,Moderate Spenders
Undergraduate,Partner,22390.0,49,0,1,4,15,1,5,1,1,0,2,7,56,0,0.1161232693166592,0,Low Spenders
Undergraduate,Partner,71322.0,31,121,24,124,24,15,42,1,4,1,7,2,49,1,0.4907321724012226,1,Moderate Spenders
Undergraduate,Partner,79244.0,58,471,102,125,212,61,245,1,4,10,7,1,32,0,1.5345010347786583,1,Moderate Spenders
Postgraduate,Partner,49912.0,5,520,8,223,32,49,42,4,10,5,7,8,76,1,1.7510819041513064,0,Low Spenders
PhD,Partner,48699.0,90,26,1,10,2,0,1,1,1,0,3,5,75,2,0.0821372102096552,0,Low Spenders
Undergraduate,Partner,80144.0,47,240,132,445,250,192,108,1,3,7,8,1,50,0,1.7056797764024756,1,Moderate Spenders
Undergraduate,Alone,54252.0,25,178,4,26,8,4,44,5,4,1,5,6,69,2,0.48661800486618,1,Moderate Spenders
Postgraduate,Partner,81929.0,60,1486,55,278,49,0,185,2,4,4,10,6,49,1,2.505828217114819,1,Moderate Spenders
Undergraduate,Partner,76068.0,67,1115,12,128,33,12,76,1,2,3,4,6,50,1,1.808907819319556,1,Moderate Spenders
Postgraduate,Partner,53204.0,40,29,0,8,2,0,6,1,1,0,3,4,49,2,0.0845801067588903,1,Moderate Spenders
PhD,Partner,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,76,1,1.437175126268204,1,Moderate Spenders
Postgraduate,Partner,14796.0,1,13,3,8,7,4,16,2,1,0,3,9,41,1,0.3446877534468775,0,Low Spenders
PhD,Partner,78128.0,89,934,24,230,16,24,36,2,8,4,6,3,51,1,1.6178578742576284,1,Moderate Spenders
Undergraduate,Partner,14188.0,40,2,7,11,16,12,27,1,2,0,4,6,53,0,0.5286157316041725,0,Low Spenders
Undergraduate,Partner,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,39,1,0.2790697674418604,0,Low Spenders
Postgraduate,Partner,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,63,1,0.23872045834328,1,Moderate Spenders
Undergraduate,Alone,72967.0,1,158,35,179,0,0,125,2,7,2,8,5,55,1,0.6811298258116683,1,Moderate Spenders
Postgraduate,Partner,48150.0,24,173,2,39,3,2,47,3,5,1,4,7,76,1,0.5524402907580478,0,Low Spenders
Undergraduate,Alone,82332.0,89,830,59,968,51,79,19,1,5,3,12,2,64,0,2.4364767040761794,1,Moderate Spenders
Undergraduate,Alone,58275.0,48,189,10,253,56,43,64,6,8,2,7,7,70,2,1.0553410553410552,1,Moderate Spenders
PhD,Partner,44953.0,31,728,17,133,11,8,124,1,7,3,13,6,44,0,2.2712610949213623,0,Low Spenders
Undergraduate,Partner,34587.0,68,7,2,9,2,0,2,2,1,0,3,4,72,2,0.0636077138809379,0,Low Spenders
Postgraduate,Partner,43018.0,46,35,4,17,7,6,64,1,2,2,2,5,51,1,0.3091729043656144,0,Low Spenders
Postgraduate,Partner,45736.0,92,188,3,180,20,3,43,5,7,1,6,7,71,1,0.9554836452684976,0,Low Spenders
Postgraduate,Partner,66476.0,80,742,28,152,25,9,57,2,6,8,10,4,56,1,1.5238582345508154,1,Moderate Spenders
Postgraduate,Partner,27733.0,16,0,7,5,26,2,17,2,2,0,3,7,44,1,0.2055313164821692,0,Low Spenders
PhD,Partner,69805.0,50,750,71,174,13,10,20,2,6,8,11,2,73,1,1.486999498603252,1,Moderate Spenders
Postgraduate,Alone,72217.0,93,816,42,450,55,56,154,1,3,10,8,2,63,0,2.1781574975421303,1,Moderate Spenders
Undergraduate,Alone,25818.0,51,5,2,8,2,2,9,1,0,1,2,7,54,1,0.1084514679680842,0,Low Spenders
Postgraduate,Partner,37509.0,24,37,5,56,12,8,5,2,3,0,4,7,49,1,0.3279212988882668,0,Low Spenders
Postgraduate,Partner,25176.0,79,4,0,4,0,0,5,1,1,0,2,7,49,2,0.0516364791865268,0,Low Spenders
Undergraduate,Partner,43586.0,26,99,2,11,4,0,16,3,3,0,4,8,45,1,0.3028495388427477,0,Low Spenders
Postgraduate,Partner,53230.0,86,176,72,98,136,21,229,4,5,2,12,5,69,1,1.3751643809881646,1,Moderate Spenders
Undergraduate,Partner,50116.0,68,54,0,10,0,0,2,2,1,0,4,5,68,2,0.131694468832309,0,Low Spenders
Undergraduate,Partner,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,53,0,1.9209478717640684,1,Moderate Spenders
Undergraduate,Partner,61286.0,34,356,0,107,19,9,117,2,7,1,8,5,59,1,0.9920699670397808,1,Moderate Spenders
PhD,Partner,82333.0,60,1311,0,359,46,89,17,1,4,3,10,2,39,0,2.212964424957186,1,Moderate Spenders
PhD,Partner,65220.0,3,890,63,292,0,25,12,4,8,4,7,6,60,0,1.9656547071450476,1,Moderate Spenders
Undergraduate,Partner,33590.0,65,4,0,2,0,0,2,1,1,0,2,7,51,3,0.0238166120869306,0,Low Spenders
Undergraduate,Alone,30992.0,83,17,0,14,7,3,2,1,1,0,3,7,49,1,0.1387454827052142,0,Low Spenders
Postgraduate,Alone,72309.0,64,960,0,883,50,38,0,1,5,6,8,3,49,0,2.6704836189132752,1,Moderate Spenders
PhD,Partner,118350.5,85,2,1,2,1,1,1,0,0,0,0,0,76,0,0.0050980092273967,1,Moderate Spenders
Undergraduate,Partner,16005.0,69,1,3,2,20,30,47,3,2,1,2,8,45,1,0.6435488909715714,0,Low Spenders
Postgraduate,Partner,65487.0,48,240,67,500,199,0,163,3,3,5,6,2,68,0,1.7850871165269442,1,Moderate Spenders
Undergraduate,Partner,58692.0,21,301,11,61,4,7,11,1,8,2,4,7,60,1,0.6730048388196006,1,Moderate Spenders
Undergraduate,Alone,40590.0,30,154,0,50,6,11,37,5,3,4,3,6,56,2,0.6356245380635624,0,Low Spenders
Undergraduate,Alone,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,55,1,0.1214358575800262,0,Low Spenders
Postgraduate,Alone,62637.0,76,104,12,48,4,12,5,1,2,2,5,2,71,1,0.2953525871290132,1,Moderate Spenders
Postgraduate,Alone,29435.0,11,70,3,37,4,2,64,4,3,2,2,9,59,2,0.6115169016476983,0,Low Spenders
Undergraduate,Alone,19346.0,26,2,0,9,3,6,2,1,1,0,3,8,51,1,0.1137185981598263,0,Low Spenders
Undergraduate,Partner,35788.0,34,23,2,11,3,1,4,2,2,0,3,6,54,2,0.1229462389627808,0,Low Spenders
Undergraduate,Alone,36997.0,72,43,4,12,8,0,27,5,2,1,4,5,57,2,0.2540746547017325,0,Low Spenders
Undergraduate,Partner,23539.0,13,4,24,11,16,1,25,1,2,0,4,6,68,0,0.3441097752665789,0,Low Spenders
Undergraduate,Alone,65333.0,58,654,7,92,0,15,30,7,9,4,8,6,52,1,1.221434803238792,1,Moderate Spenders
Undergraduate,Alone,78499.0,12,912,72,170,47,36,97,1,11,3,4,4,68,0,1.69938470553765,1,Moderate Spenders
PhD,Partner,29732.0,23,25,0,8,0,1,4,1,2,0,2,9,54,1,0.1278084219023274,0,Low Spenders
Postgraduate,Partner,41275.0,33,24,4,22,0,2,9,4,3,1,3,5,65,3,0.1477892186553603,0,Low Spenders
PhD,Partner,63516.0,30,141,11,114,15,14,5,4,4,1,7,5,52,2,0.4723219346306442,1,Moderate Spenders
PhD,Partner,42769.0,15,71,0,13,3,1,0,2,1,1,4,4,63,1,0.2057565058804274,0,Low Spenders
Postgraduate,Partner,49572.0,25,35,1,16,0,1,1,2,2,0,3,7,67,2,0.1089324618736383,0,Low Spenders
Undergraduate,Partner,69209.0,4,496,32,849,229,48,128,2,5,3,6,4,53,0,2.574809634585097,1,Moderate Spenders
Undergraduate,Partner,17148.0,80,9,9,11,13,10,16,4,3,1,3,8,49,1,0.3965477023559599,0,Low Spenders
Undergraduate,Alone,40590.0,30,154,0,50,6,11,37,5,3,4,3,6,56,2,0.6356245380635624,0,Low Spenders
Postgraduate,Partner,30560.0,6,9,1,5,4,5,7,1,1,0,3,7,49,1,0.1014397905759162,0,Low Spenders
Postgraduate,Partner,32146.0,16,26,3,23,4,7,3,2,2,0,4,6,42,1,0.2053132582591924,0,Low Spenders
Postgraduate,Alone,41713.0,57,77,8,44,10,10,25,5,3,1,4,6,61,2,0.4171361446071968,0,Low Spenders
Postgraduate,Partner,34176.0,9,11,2,7,4,2,2,1,1,0,3,3,50,1,0.0819288389513108,0,Low Spenders
PhD,Partner,58482.0,59,576,7,115,19,7,7,2,7,4,9,6,70,1,1.249957251803974,1,Moderate Spenders
Undergraduate,Alone,59686.0,78,89,15,89,34,42,5,1,4,1,6,4,60,1,0.4590691284388298,1,Moderate Spenders
PhD,Partner,60896.0,90,1013,30,399,60,46,153,3,9,10,4,6,61,1,2.793286915396742,1,Moderate Spenders
Undergraduate,Partner,62994.0,74,224,12,48,4,12,12,1,6,2,4,6,45,1,0.4952852652633584,1,Moderate Spenders
Undergraduate,Partner,47320.0,10,200,19,111,50,15,19,6,5,1,8,6,68,1,0.8748943364327979,0,Low Spenders
Postgraduate,Alone,74859.0,63,570,73,614,133,102,73,1,6,5,11,3,76,0,2.090596989005998,1,Moderate Spenders
Undergraduate,Alone,15253.0,13,1,3,3,8,1,13,2,1,0,3,7,33,1,0.1901265324854127,0,Low Spenders
PhD,Alone,31560.0,98,62,1,20,4,0,7,2,2,1,3,8,51,1,0.2978453738910013,0,Low Spenders
Undergraduate,Alone,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,71,1,1.856502615476405,1,Moderate Spenders
Postgraduate,Alone,91172.0,94,162,28,818,0,28,56,0,4,3,7,3,35,0,1.1977361470626946,1,Moderate Spenders
Undergraduate,Partner,90000.0,91,675,144,133,94,192,241,1,4,8,5,1,41,0,1.6433333333333335,1,Moderate Spenders
Undergraduate,Alone,41967.0,66,23,4,10,0,2,15,1,1,0,3,4,44,2,0.1286725284151833,0,Low Spenders
Undergraduate,Alone,69263.0,14,492,5,32,13,5,21,1,9,1,7,6,60,1,0.8200626597173093,1,Moderate Spenders
Postgraduate,Alone,65706.0,77,918,10,129,13,0,129,1,11,3,12,7,55,0,1.8247953002769917,1,Moderate Spenders
Undergraduate,Partner,60934.0,41,224,155,155,192,93,54,2,6,4,11,4,50,1,1.4326976728919816,1,Moderate Spenders
Undergraduate,Partner,71965.0,21,572,19,286,50,38,248,3,6,3,5,3,74,1,1.6855415827138194,1,Moderate Spenders
Undergraduate,Partner,65210.0,25,626,0,70,0,7,28,2,9,3,8,6,70,1,1.1209937126207636,1,Moderate Spenders
PhD,Partner,79174.0,2,1074,37,518,193,92,129,1,5,6,7,2,50,0,2.58039255311087,1,Moderate Spenders
Postgraduate,Alone,81380.0,51,741,68,689,224,68,103,1,4,2,10,2,58,0,2.326124354878349,1,Moderate Spenders
PhD,Partner,48432.0,3,322,3,50,4,3,42,5,7,1,6,8,52,1,0.8754542451271887,0,Low Spenders
Undergraduate,Partner,52914.0,32,254,10,44,30,10,227,2,7,3,3,7,54,1,1.0866689344974865,1,Moderate Spenders
Undergraduate,Partner,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,70,1,0.6598880501206799,0,Low Spenders
Undergraduate,Partner,26067.0,49,22,2,18,0,2,12,3,3,0,3,8,51,1,0.2148310123911458,0,Low Spenders
PhD,Partner,44325.0,69,516,0,21,0,0,5,4,8,2,7,8,53,1,1.2227862380146644,0,Low Spenders
Undergraduate,Partner,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,61,0,0.2939585636008748,0,Low Spenders
Undergraduate,Alone,26487.0,23,2,8,10,12,14,23,3,2,1,3,5,47,1,0.2605051534715143,0,Low Spenders
Postgraduate,Partner,53233.0,18,28,0,9,3,0,0,1,1,0,3,4,68,1,0.0751413596829034,1,Moderate Spenders
Undergraduate,Partner,67716.0,8,530,142,217,62,9,56,4,7,4,13,5,65,1,1.5003839565243071,1,Moderate Spenders
Postgraduate,Partner,76234.0,21,519,50,167,130,0,41,1,8,3,11,3,53,1,1.189757850827715,1,Moderate Spenders
PhD,Partner,84117.0,60,611,76,749,59,45,26,1,7,10,6,2,69,0,1.861692642390956,1,Moderate Spenders
Postgraduate,Partner,65487.0,48,240,67,500,199,0,163,3,3,5,6,2,68,0,1.7850871165269442,1,Moderate Spenders
Undergraduate,Partner,25224.0,36,4,9,12,11,2,8,2,1,1,3,3,53,1,0.1823660006343165,0,Low Spenders
Postgraduate,Alone,89616.0,36,671,47,655,145,111,15,1,7,5,12,2,42,0,1.8344938403856448,1,Moderate Spenders
